"空间键","空间名称","页面ID","父页面ID","父页面标题","标题","层级深度","同级序号","目录路径","主题推断","最后修改时间","最后修改人","子页面是否截断","链接"
"RBRJJSS","日本产品软件所","198348687","167324865","001 日常工作","4. 过程数据","2","4","日本产品软件所 主页 / 001 日常工作 / 4. 过程数据","数据与质量","2023-02-13 19:10:52","王济洋","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=198348687"
"RBRJJSS","日本产品软件所","221859772","167324865","001 日常工作","5. 固定资产及仪表类低值易耗","2","5","日本产品软件所 主页 / 001 日常工作 / 5. 固定资产及仪表类低值易耗","其他","2023-12-28 14:01:13","何宏磊","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=221859772"
"RBRJJSS","日本产品软件所","236716693","167324865","001 日常工作","6. 信息收集","2","6","日本产品软件所 主页 / 001 日常工作 / 6. 信息收集","其他","2024-04-28 09:59:23","苏正涛","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=236716693"
"RBRJJSS","日本产品软件所","167324894","164839871","日本产品软件所 主页","002 培训与分享","1","2","日本产品软件所 主页 / 002 培训与分享","培训与知识","2023-04-07 11:15:27","李文龙","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=167324894"
"RBRJJSS","日本产品软件所","230133848","167324894","002 培训与分享","CPP References Html book","2","1","日本产品软件所 主页 / 002 培训与分享 / CPP References Html book","培训与知识","2024-02-23 11:12:22","万兴振","否","http://dmtks.hisense.com/display/RBRJJSS/CPP+References+Html+book"
"RBRJJSS","日本产品软件所","222303736","167324894","002 培训与分享","Gator  DS-5","2","2","日本产品软件所 主页 / 002 培训与分享 / Gator  DS-5","培训与知识","2023-12-27 15:30:27","徐磊","否","http://dmtks.hisense.com/display/RBRJJSS/Gator++DS-5"
"RBRJJSS","日本产品软件所","220345923","167324894","002 培训与分享","GDB 使用手册","2","3","日本产品软件所 主页 / 002 培训与分享 / GDB 使用手册","规范与流程","2025-04-14 14:54:30","万兴振","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=220345923"
"RBRJJSS","日本产品软件所","227839374","167324894","002 培训与分享","Hopper","2","4","日本产品软件所 主页 / 002 培训与分享 / Hopper","培训与知识","2024-01-08 16:23:28","万兴振","否","http://dmtks.hisense.com/display/RBRJJSS/Hopper"
"RBRJJSS","日本产品软件所","167324917","167324894","002 培训与分享","MT9980JP 设计资料","2","5","日本产品软件所 主页 / 002 培训与分享 / MT9980JP 设计资料","设计与架构","2022-06-09 11:58:36","王济洋","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=167324917"
"RBRJJSS","日本产品软件所","261721677","167324894","002 培训与分享","TVExporter 服务器搭建","2","6","日本产品软件所 主页 / 002 培训与分享 / TVExporter 服务器搭建","培训与知识","2024-11-29 10:18:03","李晓斌","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=261721677"
"RBRJJSS","日本产品软件所","259441127","167324894","002 培训与分享","TVS 业务能力盘点","2","7","日本产品软件所 主页 / 002 培训与分享 / TVS 业务能力盘点","培训与知识","2024-10-15 13:43:01","刘东东","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=259441127"
"RBRJJSS","日本产品软件所","216383136","167324894","002 培训与分享","任职资格认证 - 实操考试名单","2","8","日本产品软件所 主页 / 002 培训与分享 / 任职资格认证 - 实操考试名单","培训与知识","2023-06-27 13:31:58","王衍平","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=216383136"
"RBRJJSS","日本产品软件所","171414020","167324894","002 培训与分享","培训","2","9","日本产品软件所 主页 / 002 培训与分享 / 培训","培训与知识","2024-09-25 10:19:31","单晓雯","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=171414020"
"RBRJJSS","日本产品软件所","219117420","167324894","002 培训与分享","常用工具总结","2","10","日本产品软件所 主页 / 002 培训与分享 / 常用工具总结","培训与知识","2023-08-09 19:52:51","何宏磊","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=219117420"
"RBRJJSS","日本产品软件所","229968454","167324894","002 培训与分享","开发提效课题","2","11","日本产品软件所 主页 / 002 培训与分享 / 开发提效课题","培训与知识","2024-02-23 17:01:22","万兴振","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=229968454"
"RBRJJSS","日本产品软件所","219558617","167324894","002 培训与分享","流程培训","2","12","日本产品软件所 主页 / 002 培训与分享 / 流程培训","规范与流程","2023-12-28 19:08:01","何宏磊","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=219558617"
"RBRJJSS","日本产品软件所","178591194","167324894","002 培训与分享","海外VIDAA基础培训资料","2","13","日本产品软件所 主页 / 002 培训与分享 / 海外VIDAA基础培训资料","培训与知识","2022-09-06 09:53:25","王济洋","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=178591194"
"RBRJJSS","日本产品软件所","177152518","167324894","002 培训与分享","海外日本业务知识总结","2","14","日本产品软件所 主页 / 002 培训与分享 / 海外日本业务知识总结","培训与知识","2025-03-14 17:08:49","韓嘯/HanXiao","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=177152518"
"RBRJJSS","日本产品软件所","219118581","167324894","002 培训与分享","读书会","2","15","日本产品软件所 主页 / 002 培训与分享 / 读书会","培训与知识","2023-08-10 10:30:03","何宏磊","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=219118581"
"RBRJJSS","日本产品软件所","192813604","167324894","002 培训与分享","软件主设计工作规范","2","16","日本产品软件所 主页 / 002 培训与分享 / 软件主设计工作规范","设计与架构","2022-12-28 14:03:58","王济洋","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=192813604"
"RBRJJSS","日本产品软件所","167324896","164839871","日本产品软件所 主页","003 项目信息","1","3","日本产品软件所 主页 / 003 项目信息","项目管理","2022-06-09 11:56:24","王济洋","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=167324896"
"RBRJJSS","日本产品软件所","180261200","167324896","003 项目信息","00. SRSガイド  SRS guide","2","1","日本产品软件所 主页 / 003 项目信息 / 00. SRSガイド  SRS guide","规范与流程","2022-09-20 15:57:55","杨佳","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=180261200"
"RBRJJSS","日本产品软件所","168929865","167324896","003 项目信息","2022 VIDAA-REGZA MT9900","2","2","日本产品软件所 主页 / 003 项目信息 / 2022 VIDAA-REGZA MT9900","项目管理","2022-06-23 14:27:58","王济洋","否","http://dmtks.hisense.com/display/RBRJJSS/2022+VIDAA-REGZA+MT9900"
"RBRJJSS","日本产品软件所","176298828","167324896","003 项目信息","2023 VIDAA-REGZA MT9618","2","3","日本产品软件所 主页 / 003 项目信息 / 2023 VIDAA-REGZA MT9618","项目管理","2022-08-23 16:52:13","李文龙","否","http://dmtks.hisense.com/display/RBRJJSS/2023+VIDAA-REGZA+MT9618"
"RBRJJSS","日本产品软件所","269495132","167324896","003 项目信息","2024年重点项目跟踪","2","4","日本产品软件所 主页 / 003 项目信息 / 2024年重点项目跟踪","项目管理","2024-09-29 14:10:03","李文龙","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=269495132"
"RBRJJSS","日本产品软件所","281019937","167324896","003 项目信息","2025 9618 项目里程碑计划","2","5","日本产品软件所 主页 / 003 项目信息 / 2025 9618 项目里程碑计划","版本与计划","2024-12-12 08:13:30","王绍鹏","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=281019937"
"RBRJJSS","日本产品软件所","295890080","167324896","003 项目信息","2025年 过程数据确认","2","6","日本产品软件所 主页 / 003 项目信息 / 2025年 过程数据确认","项目管理","2025-03-27 17:22:40","李文龙","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=295890080"
"RBRJJSS","日本产品软件所","291484048","167324896","003 项目信息","HUI自动化测试改善项目","2","7","日本产品软件所 主页 / 003 项目信息 / HUI自动化测试改善项目","测试与验证","2025-02-24 16:05:57","苏正涛","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=291484048"
"RBRJJSS","日本产品软件所","313796280","167324896","003 项目信息","JP-硬件实验自动化测试需求","2","8","日本产品软件所 主页 / 003 项目信息 / JP-硬件实验自动化测试需求","需求与功能","2025-07-07 19:44:43","张磊","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=313796280"
"RBRJJSS","日本产品软件所","301255280","167324896","003 项目信息","MT9655预研项目进度汇总","2","9","日本产品软件所 主页 / 003 项目信息 / MT9655预研项目进度汇总","项目管理","2025-07-08 15:06:27","单晓雯","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=301255280"
"RBRJJSS","日本产品软件所","224685386","167324896","003 项目信息","MTK资料共享","2","10","日本产品软件所 主页 / 003 项目信息 / MTK资料共享","项目管理","2025-04-11 17:19:52","李文龙","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=224685386"
"RBRJJSS","日本产品软件所","216368427","167324896","003 项目信息","TVS 模块开发-自测列表","2","11","日本产品软件所 主页 / 003 项目信息 / TVS 模块开发-自测列表","项目管理","2026-02-09 19:57:02","张磊","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=216368427"
"RBRJJSS","日本产品软件所","238863532","167324896","003 项目信息","TVS出差话题收集","2","12","日本产品软件所 主页 / 003 项目信息 / TVS出差话题收集","项目管理","2024-05-13 14:59:36","李文龙","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=238863532"
"RBRJJSS","日本产品软件所","168929854","167324896","003 项目信息","TVS技术融合项目","2","13","日本产品软件所 主页 / 003 项目信息 / TVS技术融合项目","项目管理","2022-06-23 14:26:35","王济洋","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=168929854"
"RBRJJSS","日本产品软件所","221283435","167324896","003 项目信息","TVS技术融合项目二期","2","14","日本产品软件所 主页 / 003 项目信息 / TVS技术融合项目二期","项目管理","2023-11-10 17:34:38","杨晓涛","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=221283435"
"RBRJJSS","日本产品软件所","173916775","167324896","003 项目信息","TVS资料共享","2","15","日本产品软件所 主页 / 003 项目信息 / TVS资料共享","项目管理","2022-09-23 16:51:57","杨佳","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=173916775"
"RBRJJSS","日本产品软件所","199894867","167324896","003 项目信息","代码评审","2","16","日本产品软件所 主页 / 003 项目信息 / 代码评审","项目管理","2025-07-03 14:40:33","张磊","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=199894867"
"RBRJJSS","日本产品软件所","264603009","167324896","003 项目信息","典型问题总结","2","17","日本产品软件所 主页 / 003 项目信息 / 典型问题总结","问题与复盘","2024-09-02 07:57:30","张磊","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=264603009"
"RBRJJSS","日本产品软件所","228759106","167324896","003 项目信息","新PLM操作及问题","2","18","日本产品软件所 主页 / 003 项目信息 / 新PLM操作及问题","问题与复盘","2024-01-19 14:39:53","苏正涛","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=228759106"
"RBRJJSS","日本产品软件所","286357303","167324896","003 项目信息","日志（log和EMMC中保存的数据）管理和清理","2","19","日本产品软件所 主页 / 003 项目信息 / 日志（log和EMMC中保存的数据）管理和清理","项目管理","2025-04-03 09:20:18","万兴振","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=286357303"
"RBRJJSS","日本产品软件所","223312060","167324896","003 项目信息","日本软件系统技术室SPRINT看板","2","20","日本产品软件所 主页 / 003 项目信息 / 日本软件系统技术室SPRINT看板","项目管理","2023-11-07 20:14:17","张磊","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=223312060"
"RBRJJSS","日本产品软件所","228762051","167324896","003 项目信息","日本项目开发指南","2","21","日本产品软件所 主页 / 003 项目信息 / 日本项目开发指南","规范与流程","2024-04-07 15:18:07","苏正涛","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=228762051"
"RBRJJSS","日本产品软件所","227472217","167324896","003 项目信息","测试用相关仪表","2","22","日本产品软件所 主页 / 003 项目信息 / 测试用相关仪表","测试与验证","2024-01-17 16:32:33","王超","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=227472217"
"RBRJJSS","日本产品软件所","231838756","167324896","003 项目信息","面向下一代TVS显示产品技术平台演进项目(一期)","2","23","日本产品软件所 主页 / 003 项目信息 / 面向下一代TVS显示产品技术平台演进项目(一期)","项目管理","2024-09-23 18:51:27","单晓雯","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=231838756"
